Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Description
WP_080150330.1,Stenotrophomonas maltophilia,NZ_NEQU01000004.1,WP_025875855.1,1735093,1734775,-,PF13698,Domain of unknown function (DUF4156)
WP_080150330.1,Stenotrophomonas maltophilia,NZ_NEQU01000004.1,WP_100437134.1,1738138,1735288,-,PF05193,Peptidase M16 inactive domain
WP_080150330.1,Stenotrophomonas maltophilia,NZ_NEQU01000004.1,WP_100437135.1,1738543,1739020,+,,
WP_080150330.1,Stenotrophomonas maltophilia,NZ_NEQU01000004.1,WP_032978095.1,1739090,1739570,+,PF00588,SpoU rRNA Methylase family
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_012509718.1,272246,272639,+,PF14552,Tautomerase enzyme
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_012509719.1,273164,272684,-,PF00588,SpoU rRNA Methylase family
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_004135276.1,273710,273233,-,,
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724102.1,274125,276975,+,PF05193,Peptidase M16 inactive domain
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_005407628.1,277179,277497,+,PF13698,Domain of unknown function (DUF4156)
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_004135358.1,277600,278617,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_012509723.1,278733,279624,+,PF00561,alpha/beta hydrolase fold
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_004135417.1,280165,279739,-,PF03692,Putative zinc- or iron-chelating domain
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724103.1,280269,281928,+,PF00501,AMP-binding enzyme
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724104.1,281924,282917,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_004153593.1,282999,283155,+,PF07043,Protein of unknown function (DUF1328)
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724105.1,284368,283273,-,PF07478,D-ala D-ala ligase C-terminus
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_012509727.1,284839,285475,+,PF02036,SCP-2 sterol transfer family
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724106.1,285471,287127,+,PF03109,ABC1 family
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724107.1,287132,287711,+,PF01596,O-methyltransferase
WP_065724103.1,Stenotrophomonas maltophilia,NZ_MANU01000019.1,WP_065724108.1,287842,288580,+,PF00849,RNA pseudouridylate synthase
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691194.1,4309221,4308789,-,PF00472,RF-1 domain
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_051598935.1,4309360,4309924,+,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_051599016.1,4310918,4310177,-,PF00849,RNA pseudouridylate synthase
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691196.1,4312715,4311056,-,PF03109,ABC1 family
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691198.1,4313353,4312711,-,PF02036,SCP-2 sterol transfer family
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691200.1,4313496,4314603,+,PF07478,D-ala D-ala ligase C-terminus
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691201.1,4314839,4314683,-,PF07043,Protein of unknown function (DUF1328)
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691203.1,4315911,4314900,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691205.1,4317563,4315907,-,PF00501,AMP-binding enzyme
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691207.1,4317666,4318092,+,PF03692,Putative zinc- or iron-chelating domain
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691208.1,4319233,4318342,-,PF00561,alpha/beta hydrolase fold
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691210.1,4320311,4319294,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691212.1,4320743,4320425,-,PF13698,Domain of unknown function (DUF4156)
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691214.1,4323784,4320916,-,PF05193,Peptidase M16 inactive domain
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691216.1,4324188,4324656,+,,
WP_038691205.1,Stenotrophomonas rhizophila,NZ_CP007597.1,WP_038691218.1,4324699,4325176,+,PF00588,SpoU rRNA Methylase family
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467846.1,7743,8262,+,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467847.1,9084,8346,-,PF00849,RNA pseudouridylate synthase
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467916.1,9779,9191,-,PF01596,O-methyltransferase
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467848.1,11431,9775,-,PF03109,ABC1 family
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467850.1,12063,11427,-,PF02036,SCP-2 sterol transfer family
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467852.1,12401,13499,+,PF07478,D-ala D-ala ligase C-terminus
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_025875842.1,13740,13584,-,PF07043,Protein of unknown function (DUF1328)
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_025875844.1,14848,13861,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467855.1,16503,14844,-,PF00501,AMP-binding enzyme
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_025875849.1,16605,17031,+,PF03692,Putative zinc- or iron-chelating domain
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467857.1,17953,17062,-,PF00561,alpha/beta hydrolase fold
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_025875853.1,19096,18079,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467858.1,19516,19198,-,PF13698,Domain of unknown function (DUF4156)
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467861.1,22561,19711,-,PF05193,Peptidase M16 inactive domain
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467863.1,22965,23442,+,,
WP_049467855.1,Stenotrophomonas maltophilia,NZ_JVVX01000243.1,WP_049467864.1,23512,23992,+,PF00588,SpoU rRNA Methylase family
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474980.1,4073978,4075118,+,PF00535,Glycosyl transferase family 2
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474981.1,4075104,4075710,+,PF00132,Bacterial transferase hexapeptide (six repeats)
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474982.1,4075714,4076500,+,,
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474983.1,4078208,4076552,-,PF03109,ABC1 family
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474984.1,4078840,4078204,-,PF02036,SCP-2 sterol transfer family
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474985.1,4079115,4080210,+,PF07478,D-ala D-ala ligase C-terminus
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_005407633.1,4080462,4080306,-,PF07043,Protein of unknown function (DUF1328)
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474986.1,4081536,4080543,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474987.1,4083191,4081532,-,PF00501,AMP-binding enzyme
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474988.1,4083295,4083727,+,PF03692,Putative zinc- or iron-chelating domain
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474989.1,4084705,4083814,-,PF00561,alpha/beta hydrolase fold
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_014035559.1,4085839,4084822,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474990.1,4086260,4085942,-,PF13698,Domain of unknown function (DUF4156)
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474991.1,4089227,4086377,-,PF05193,Peptidase M16 inactive domain
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_100474992.1,4089642,4090113,+,,
WP_100474987.1,Stenotrophomonas maltophilia,NZ_NERD01000002.1,WP_005407625.1,4090182,4090662,+,PF00588,SpoU rRNA Methylase family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224526.1,124516,123469,-,PF02423,Ornithine cyclodeaminase/mu-crystallin family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224277.1,124655,125075,+,PF13404,AsnC-type helix-turn-helix domain
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224529.1,125181,125415,+,,
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224280.1,125426,126419,+,PF00296,Luciferase-like monooxygenase
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224282.1,126415,127540,+,PF00724,NADH:flavin oxidoreductase / NADH oxidase family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224285.1,128209,127579,-,PF09347,Domain of unknown function (DUF1989)
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_084695995.1,128954,128219,-,PF08892,YqcI/YcgG family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_051924539.1,129097,130021,+,PF00561,alpha/beta hydrolase fold
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_084695984.1,129944,131693,+,PF00501,AMP-binding enzyme
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224537.1,131689,132688,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224290.1,132782,132938,+,PF07043,Protein of unknown function (DUF1328)
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224293.1,132987,133626,+,PF02036,SCP-2 sterol transfer family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224295.1,133622,135293,+,PF03109,ABC1 family
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224547.1,135373,136063,+,PF00849,RNA pseudouridylate synthase
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224298.1,136139,136865,+,PF08238,Sel1 repeat
WP_084695984.1,Arenimonas donghaensis DSM 18148 = HO3-R19,NZ_AVCJ01000023.1,WP_034224300.1,136902,137535,+,PF00265,Thymidine kinase
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_024939032.1,376011,374337,-,PF03109,ABC1 family
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517680.1,376652,376007,-,PF02036,SCP-2 sterol transfer family
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_010379859.1,376845,377181,+,,
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517688.1,377204,377687,+,PF00583,Acetyltransferase (GNAT) family
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_003468167.1,377963,377804,-,PF07043,Protein of unknown function (DUF1328)
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_024939036.1,379038,378027,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517691.1,379446,380418,+,PF00144,Beta-lactamase
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517693.1,382340,380792,-,PF00486,"Transcriptional regulatory protein, C terminal"
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517696.1,384007,382354,-,PF00501,AMP-binding enzyme
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517698.1,384319,384703,+,PF03692,Putative zinc- or iron-chelating domain
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517700.1,385751,384848,-,PF00561,alpha/beta hydrolase fold
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_051747409.1,386963,385880,-,PF13784,Fic/DOC family N-terminal
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_016903994.1,388181,387164,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_016903993.1,388603,388282,-,PF13698,Domain of unknown function (DUF4156)
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517702.1,388998,389460,+,,
WP_039517696.1,Xanthomonas arboricola pv. celebensis,NZ_KL638871.1,WP_039517704.1,389485,389962,+,PF00588,SpoU rRNA Methylase family
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023265.1,176864,177350,+,,
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023268.1,178130,177650,-,PF00588,SpoU rRNA Methylase family
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023271.1,178676,178199,-,,
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023274.1,179092,181942,+,PF05193,Peptidase M16 inactive domain
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_005407628.1,182104,182422,+,PF13698,Domain of unknown function (DUF4156)
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023277.1,182525,183542,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023279.1,183682,184573,+,PF00561,alpha/beta hydrolase fold
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023282.1,185151,184719,-,PF03692,Putative zinc- or iron-chelating domain
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023285.1,185255,186914,+,PF00501,AMP-binding enzyme
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023288.1,186910,187903,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_004153593.1,187985,188141,+,PF07043,Protein of unknown function (DUF1328)
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023291.1,189353,188258,-,PF07478,D-ala D-ala ligase C-terminus
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023294.1,189744,190380,+,PF02036,SCP-2 sterol transfer family
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023297.1,190376,192032,+,PF03109,ABC1 family
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023300.1,192037,192616,+,PF01596,O-methyltransferase
WP_088023285.1,Stenotrophomonas maltophilia,NZ_CP015612.1,WP_088023302.1,192701,193442,+,PF00849,RNA pseudouridylate synthase
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488124.1,138046,138532,+,,
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049416608.1,139185,138705,-,PF00588,SpoU rRNA Methylase family
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049416610.1,139731,139254,-,,
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488119.1,140147,142997,+,PF05193,Peptidase M16 inactive domain
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099542541.1,143192,143510,+,PF13698,Domain of unknown function (DUF4156)
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488117.1,143612,144629,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488115.1,144769,145660,+,PF00561,alpha/beta hydrolase fold
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049416617.1,146192,145760,-,PF03692,Putative zinc- or iron-chelating domain
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049416619.1,146296,147955,+,PF00501,AMP-binding enzyme
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488111.1,147951,148944,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_005407633.1,149025,149181,+,PF07043,Protein of unknown function (DUF1328)
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488109.1,150352,149257,-,PF07478,D-ala D-ala ligase C-terminus
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_005420772.1,150761,151397,+,PF02036,SCP-2 sterol transfer family
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_099488107.1,151393,153049,+,PF03109,ABC1 family
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049439153.1,153887,153101,-,,
WP_049416619.1,Stenotrophomonas maltophilia,NZ_MQYE01000032.1,WP_049413629.1,154497,153891,-,PF00132,Bacterial transferase hexapeptide (six repeats)
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470312.1,2413203,2414049,+,PF00072,Response regulator receiver domain
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470314.1,2414546,2414246,-,PF01910,Thiamine-binding protein
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470315.1,2414648,2415530,+,PF04055,Radical SAM superfamily
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470316.1,2415705,2417139,+,PF03060,Nitronate monooxygenase
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470317.1,2417135,2423885,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470318.1,2423884,2430715,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470319.1,2430711,2431755,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470320.1,2431902,2432799,+,PF00561,alpha/beta hydrolase fold
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470321.1,2432810,2434439,+,PF00501,AMP-binding enzyme
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470322.1,2434435,2435449,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470323.1,2436230,2435420,-,PF01790,Prolipoprotein diacylglyceryl transferase
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470324.1,2436956,2436521,-,PF12681,Glyoxalase-like domain
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470325.1,2437686,2436957,-,PF02683,Cytochrome C biogenesis protein transmembrane region
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470326.1,2438213,2437697,-,PF00578,AhpC/TSA family
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470327.1,2439242,2438273,-,PF00348,Polyprenyl synthetase
WP_012470321.1,Geobacter lovleyi SZ,NC_010814.1,WP_012470328.1,2439414,2440773,+,PF00270,DEAD/DEAH box helicase
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099844637.1,262332,263496,+,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain"
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_032978095.1,264198,263718,-,PF00588,SpoU rRNA Methylase family
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875859.1,264745,264268,-,,
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099786267.1,265150,268000,+,PF05193,Peptidase M16 inactive domain
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875855.1,268195,268513,+,PF13698,Domain of unknown function (DUF4156)
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875853.1,268615,269632,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_033832736.1,269757,270648,+,PF00561,alpha/beta hydrolase fold
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875849.1,271174,270748,-,PF03692,Putative zinc- or iron-chelating domain
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099844638.1,271276,272935,+,PF00501,AMP-binding enzyme
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_088100785.1,272931,273918,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875842.1,274039,274195,+,PF07043,Protein of unknown function (DUF1328)
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099844639.1,275378,274280,-,PF07478,D-ala D-ala ligase C-terminus
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875838.1,275744,276380,+,PF02036,SCP-2 sterol transfer family
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099844640.1,276376,278032,+,PF03109,ABC1 family
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_099844694.1,278028,278616,+,PF01596,O-methyltransferase
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_025875833.1,278762,279500,+,PF00849,RNA pseudouridylate synthase
WP_099844638.1,Stenotrophomonas sp. WS40,NZ_PEJS01000002.1,WP_005407643.1,279576,279702,+,,
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820816.1,88325,89465,+,PF00535,Glycosyl transferase family 2
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820818.1,89451,90057,+,PF00132,Bacterial transferase hexapeptide (six repeats)
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820820.1,90062,90848,+,,
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820822.1,92552,90896,-,PF03109,ABC1 family
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_025875838.1,93184,92548,-,PF02036,SCP-2 sterol transfer family
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820824.1,93623,94721,+,PF07478,D-ala D-ala ligase C-terminus
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_025875842.1,94962,94806,-,PF07043,Protein of unknown function (DUF1328)
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_025875844.1,96070,95083,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820826.1,97725,96066,-,PF00501,AMP-binding enzyme
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_025875849.1,97827,98253,+,PF03692,Putative zinc- or iron-chelating domain
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820828.1,99387,98496,-,PF00561,alpha/beta hydrolase fold
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820830.1,100528,99511,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_025875855.1,100948,100630,-,PF13698,Domain of unknown function (DUF4156)
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820832.1,103993,101143,-,PF05193,Peptidase M16 inactive domain
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820834.1,104398,104875,+,,
WP_093820826.1,Stenotrophomonas sp. SC-N050,NZ_FOHC01000012.1,WP_093820836.1,104945,105425,+,PF00588,SpoU rRNA Methylase family
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_024956299.1,31047,32211,+,PF02771,"Acyl-CoA dehydrogenase, N-terminal domain"
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_061479351.1,33561,33081,-,PF00588,SpoU rRNA Methylase family
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_014035556.1,34107,33630,-,,
WP_088496703.1,Stenotrophomonas maltophilia,NZ_NIVX01000050.1,WP_088496701.1,34523,37373,+,PF05193,Peptidase M16 inactive domain
